Event,Fighter 1,Fighter 2,Result,KDs (Fighter 1),KDs (Fighter 2),STR (Fighter 1),STR (Fighter 2),TDs (Fighter 1),TDs (Fighter 2),Subs (Fighter 1),Subs (Fighter 2),Weight Class,Method,Round,Time
UFC on FX: Alves vs Kampmann,Daniel Pineda,Mackens Semerzier,Daniel Pineda,1,0,14,9,0,0,2,0,Featherweight,"SUB

      

      
        Armbar",1,2:05
UFC on FX: Alves vs Kampmann,Shawn Jordan,Oli Thompson,Shawn Jordan,0,0,64,29,0,0,0,1,Heavyweight,"KO/TKO

      

      
        Punches",2,3:53
UFC 144: Edgar vs Henderson,Benson Henderson,Frankie Edgar,Benson Henderson,0,0,87,68,1,5,3,0,Lightweight,U-DEC,5,5:00
UFC 144: Edgar vs Henderson,Ryan Bader,Quinton Jackson,Ryan Bader,0,0,55,16,4,1,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 144: Edgar vs Henderson,Mark Hunt,Cheick Kongo,Mark Hunt,1,0,10,5,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punches",1,2:11
UFC 144: Edgar vs Henderson,Jake Shields,Yoshihiro Akiyama,Jake Shields,0,0,91,33,2,2,0,0,Welterweight,U-DEC,3,5:00
UFC 144: Edgar vs Henderson,Tim Boetsch,Yushin Okami,Tim Boetsch,1,0,42,29,0,1,1,0,Middleweight,"KO/TKO

      

      
        Punches",3,0:54
UFC 144: Edgar vs Henderson,Hatsu Hioki,Bart Palaszewski,Hatsu Hioki,0,0,67,26,2,0,2,1,Featherweight,U-DEC,3,5:00
UFC 144: Edgar vs Henderson,Anthony Pettis,Joe Lauzon,Anthony Pettis,1,0,9,0,0,0,0,0,Lightweight,"KO/TKO

      

      
        Kick",1,1:21
UFC 144: Edgar vs Henderson,Takanori Gomi,Eiji Mitsuoka,Takanori Gomi,0,1,48,32,0,1,0,1,Lightweight,"KO/TKO

      

      
        Punches",2,2:21
UFC 144: Edgar vs Henderson,Vaughan Lee,Norifumi Yamamoto,Vaughan Lee,1,0,14,21,0,1,2,0,Bantamweight,"SUB

      

      
        Armbar",1,4:29
UFC 144: Edgar vs Henderson,Riki Fukuda,Steve Cantwell,Riki Fukuda,0,0,124,47,3,1,0,1,Middleweight,U-DEC,3,5:00
UFC 144: Edgar vs Henderson,Chris Cariaso,Takeya Mizugaki,Chris Cariaso,0,0,37,28,0,2,0,0,Bantamweight,U-DEC,3,5:00
UFC 144: Edgar vs Henderson,Issei Tamura,Zhang Tiequan,Issei Tamura,2,0,15,6,1,0,0,1,Featherweight,"KO/TKO

      

      
        Punch",2,0:32
UFC on FUEL TV: Sanchez vs Ellenberger,Jake Ellenberger,Diego Sanchez,Jake Ellenberger,1,0,62,29,2,0,0,0,Welterweight,U-DEC,3,5:00
UFC on FUEL TV: Sanchez vs Ellenberger,Stefan Struve,Dave Herman,Stefan Struve,1,0,47,51,1,0,0,0,Heavyweight,"KO/TKO

      

      
        Punches",2,3:52
UFC on FUEL TV: Sanchez vs Ellenberger,Ronny Markes,Aaron Simpson,Ronny Markes,0,1,62,55,2,0,0,0,Middleweight,S-DEC,3,5:00
UFC on FUEL TV: Sanchez vs Ellenberger,Stipe Miocic,Philip De Fries,Stipe Miocic,1,0,8,7,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punch",1,0:43
UFC on FUEL TV: Sanchez vs Ellenberger,TJ Dillashaw,Walel Watson,TJ Dillashaw,0,0,85,11,3,0,5,1,Bantamweight,U-DEC,3,5:00
UFC on FUEL TV: Sanchez vs Ellenberger,Ivan Menjivar,John Albert,Ivan Menjivar,0,0,25,31,1,0,2,3,Bantamweight,"SUB

      

      
        Rear Naked Choke",1,3:45
UFC on FUEL TV: Sanchez vs Ellenberger,Jonathan Brookins,Vagner Rocha,Jonathan Brookins,0,0,18,7,1,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",1,1:32
UFC on FUEL TV: Sanchez vs Ellenberger,Justin Salas,Anton Kuivanen,Justin Salas,0,0,50,38,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC on FUEL TV: Sanchez vs Ellenberger,Tim Means,Bernardo Magalhaes,Tim Means,0,0,83,28,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC 143: Diaz vs Condit,Carlos Condit,Nick Diaz,Carlos Condit,0,0,151,105,0,1,0,0,Welterweight,U-DEC,5,5:00
UFC 143: Diaz vs Condit,Fabricio Werdum,Roy Nelson,Fabricio Werdum,0,0,91,26,0,0,0,1,Heavyweight,U-DEC,3,5:00
UFC 143: Diaz vs Condit,Josh Koscheck,Mike Pierce,Josh Koscheck,0,0,33,41,2,1,0,0,Welterweight,S-DEC,3,5:00
UFC 143: Diaz vs Condit,Renan Barao,Scott Jorgensen,Renan Barao,0,0,104,73,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC 143: Diaz vs Condit,Ed Herman,Clifford Starks,Ed Herman,0,0,28,16,2,0,2,0,Middleweight,"SUB

      

      
        Rear Naked Choke",2,1:43
UFC 143: Diaz vs Condit,Dustin Poirier,Max Holloway,Dustin Poirier,0,0,11,11,1,0,3,0,Featherweight,"SUB

      

      
        Triangle Armbar",1,3:23
UFC 143: Diaz vs Condit,Edwin Figueroa,Alex Caceres,Edwin Figueroa,1,0,41,55,0,1,0,7,Bantamweight,S-DEC,3,5:00
UFC 143: Diaz vs Condit,Matt Brown,Chris Cope,Matt Brown,1,0,48,20,1,0,0,0,Welterweight,"KO/TKO

      

      
        Punches",2,1:19
UFC 143: Diaz vs Condit,Matthew Riddle,Henry Martinez,Matthew Riddle,0,0,74,67,2,0,0,0,Welterweight,S-DEC,3,5:00
UFC 143: Diaz vs Condit,Rafael Natal,Michael Kuiper,Rafael Natal,0,1,36,30,6,0,2,0,Middleweight,U-DEC,3,5:00
UFC 143: Diaz vs Condit,Stephen Thompson,Dan Stittgen,Stephen Thompson,1,0,22,8,0,0,0,0,Welterweight,"KO/TKO

      

      
        Kick",1,4:13
UFC on FOX: Evans vs Davis,Rashad Evans,Phil Davis,Rashad Evans,0,0,62,51,3,2,0,0,Light Heavyweight,U-DEC,5,5:00
UFC on FOX: Evans vs Davis,Chael Sonnen,Michael Bisping,Chael Sonnen,0,0,40,30,4,1,0,0,Middleweight,U-DEC,3,5:00
UFC on FOX: Evans vs Davis,Chris Weidman,Demian Maia,Chris Weidman,0,0,58,51,4,0,0,0,Middleweight,U-DEC,3,5:00
UFC on FOX: Evans vs Davis,Evan Dunham,Nik Lentz,Evan Dunham,0,0,68,39,2,2,1,0,Lightweight,KO/TKO,2,5:00
UFC on FOX: Evans vs Davis,Mike Russow,Jon Olav Einemo,Mike Russow,0,0,21,31,6,0,0,0,Heavyweight,U-DEC,3,5:00
UFC on FOX: Evans vs Davis,Cub Swanson,George Roop,Cub Swanson,1,0,43,35,2,0,0,0,Featherweight,"KO/TKO

      

      
        Punch",2,2:22
UFC on FOX: Evans vs Davis,Charles Oliveira,Eric Wisely,Charles Oliveira,0,0,6,2,1,0,2,0,Featherweight,"SUB

      

      
        Calf Slicer",1,1:43
UFC on FOX: Evans vs Davis,Michael Johnson,Shane Roller,Michael Johnson,0,0,64,56,1,1,0,0,Lightweight,U-DEC,3,5:00
UFC on FOX: Evans vs Davis,Lavar Johnson,Joey Beltran,Lavar Johnson,1,0,65,22,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punches",1,4:24
UFC on FOX: Evans vs Davis,Chris Camozzi,Dustin Jacoby,Chris Camozzi,0,0,44,30,0,0,2,0,Middleweight,"SUB

      

      
        Guillotine Choke",3,1:08
UFC on FX: Guillard vs Miller,Jim Miller,Melvin Guillard,Jim Miller,0,0,4,16,1,0,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",1,3:04
UFC on FX: Guillard vs Miller,Josh Neer,Duane Ludwig,Josh Neer,0,0,5,24,1,0,1,0,Welterweight,"SUB

      

      
        Guillotine Choke",1,3:04
UFC on FX: Guillard vs Miller,Mike Easton,Jared Papazian,Mike Easton,0,0,85,68,1,0,0,0,Bantamweight,M-DEC,3,5:00
UFC on FX: Guillard vs Miller,Pat Barry,Christian Morecraft,Pat Barry,1,0,12,3,0,2,0,1,Heavyweight,"KO/TKO

      

      
        Punch",1,3:38
UFC on FX: Guillard vs Miller,Jorge Rivera,Eric Schafer,Jorge Rivera,0,0,6,6,0,2,0,0,Middleweight,"KO/TKO

      

      
        Punches",2,1:31
UFC on FX: Guillard vs Miller,Khabib Nurmagomedov,Kamal Shalorus,Khabib Nurmagomedov,1,0,35,13,3,0,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",3,2:08
UFC on FX: Guillard vs Miller,Charlie Brenneman,Daniel Roberts,Charlie Brenneman,0,0,24,3,2,0,0,3,Welterweight,U-DEC,3,5:00
UFC on FX: Guillard vs Miller,Fabricio Camoes,Tommy Hayden,Fabricio Camoes,0,0,6,7,1,2,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",1,4:03
UFC on FX: Guillard vs Miller,Daniel Pineda,Pat Schilling,Daniel Pineda,0,0,19,4,1,0,1,0,Featherweight,"SUB

      

      
        Rear Naked Choke",1,1:37
UFC on FX: Guillard vs Miller,Nick Denis,Joseph Sandoval,Nick Denis,1,0,11,3,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Elbows",1,0:22
UFC 142: Aldo vs Mendes,Jose Aldo,Chad Mendes,Jose Aldo,1,0,11,13,0,0,0,0,Featherweight,"KO/TKO

      

      
        Knee",1,4:59
UFC 142: Aldo vs Mendes,Vitor Belfort,Anthony Johnson,Vitor Belfort,0,0,14,4,0,2,1,0,Middleweight,"SUB

      

      
        Rear Naked Choke",1,4:49
UFC 142: Aldo vs Mendes,Rousimar Palhares,Mike Massenzio,Rousimar Palhares,0,0,4,0,0,0,1,0,Middleweight,"SUB

      

      
        Heel Hook",1,1:03
UFC 142: Aldo vs Mendes,Carlo Prater,Erick Silva,Carlo Prater,0,0,0,8,0,0,0,0,Welterweight,DQ,1,0:29
UFC 142: Aldo vs Mendes,Edson Barboza,Terry Etim,Edson Barboza,1,0,47,26,0,2,0,0,Lightweight,"KO/TKO

      

      
        Kick",3,2:02
UFC 142: Aldo vs Mendes,Thiago Tavares,Sam Stout,Thiago Tavares,0,0,50,45,2,0,0,0,Lightweight,U-DEC,3,5:00
UFC 142: Aldo vs Mendes,Gabriel Gonzaga,Ednaldo Oliveira,Gabriel Gonzaga,0,0,2,0,2,0,1,0,Heavyweight,"SUB

      

      
        Rear Naked Choke",1,3:22
UFC 142: Aldo vs Mendes,Iuri Alcantara,Michihiro Omigawa,Iuri Alcantara,0,0,60,24,0,1,2,0,Featherweight,U-DEC,3,5:00
UFC 142: Aldo vs Mendes,Mike Pyle,Ricardo Funch,Mike Pyle,1,0,11,2,0,0,0,0,Welterweight,"KO/TKO

      

      
        Knees",1,1:22
UFC 142: Aldo vs Mendes,Felipe Arantes,Antonio Carvalho,Felipe Arantes,0,0,53,37,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC 141: Lesnar vs Overeem,Alistair Overeem,Brock Lesnar,Alistair Overeem,1,0,19,6,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Kick",1,2:26
UFC 141: Lesnar vs Overeem,Nate Diaz,Donald Cerrone,Nate Diaz,0,0,238,96,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC 141: Lesnar vs Overeem,Johny Hendricks,Jon Fitch,Johny Hendricks,1,0,2,0,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punch",1,0:12
UFC 141: Lesnar vs Overeem,Alexander Gustafsson,Vladimir Matyushenko,Alexander Gustafsson,1,0,10,5,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punch",1,2:13
UFC 141: Lesnar vs Overeem,Jimy Hettes,Nam Phan,Jimy Hettes,0,0,81,16,11,0,2,0,Featherweight,U-DEC,3,5:00
UFC 141: Lesnar vs Overeem,Ross Pearson,Junior Assuncao,Ross Pearson,0,0,52,43,1,3,0,0,Featherweight,U-DEC,3,5:00
UFC 141: Lesnar vs Overeem,Danny Castillo,Anthony Njokuani,Danny Castillo,0,0,33,44,6,0,0,1,Lightweight,S-DEC,3,5:00
UFC 141: Lesnar vs Overeem,Dong Hyun Kim,Sean Pierson,Dong Hyun Kim,1,0,53,32,2,0,0,0,Welterweight,U-DEC,3,5:00
UFC 141: Lesnar vs Overeem,Jacob Volkmann,Efrain Escudero,Jacob Volkmann,0,0,17,7,3,0,2,4,Lightweight,U-DEC,3,5:00
UFC 141: Lesnar vs Overeem,Diego Nunes,Manvel Gamburyan,Diego Nunes,0,0,42,19,0,2,0,0,Featherweight,U-DEC,3,5:00
UFC 140: Jones vs Machida,Jon Jones,Lyoto Machida,Jon Jones,1,0,24,13,1,0,1,0,Light Heavyweight,"SUB

      

      
        Guillotine Choke",2,4:26
UFC 140: Jones vs Machida,Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,0,0,6,21,1,0,1,1,Heavyweight,"SUB

      

      
        Kimura",1,3:38
UFC 140: Jones vs Machida,Rogerio Nogueira,Tito Ortiz,Rogerio Nogueira,1,0,54,9,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punches",1,3:15
UFC 140: Jones vs Machida,Brian Ebersole,Claude Patrick,Brian Ebersole,0,0,23,28,2,0,0,3,Welterweight,S-DEC,3,5:00
UFC 140: Jones vs Machida,Chan Sung Jung,Mark Hominick,Chan Sung Jung,1,0,6,0,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punch",1,0:07
UFC 140: Jones vs Machida,Igor Pokrajac,Krzysztof Soszynski,Igor Pokrajac,1,0,21,4,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punches",1,0:35
UFC 140: Jones vs Machida,Constantinos Philippou,Jared Hamman,Constantinos Philippou,3,0,21,9,1,0,1,0,Middleweight,"KO/TKO

      

      
        Punches",1,3:11
UFC 140: Jones vs Machida,Dennis Hallman,John Makdessi,Dennis Hallman,0,0,20,0,1,0,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",1,2:58
UFC 140: Jones vs Machida,Yves Jabouin,Walel Watson,Yves Jabouin,0,0,33,47,2,0,0,2,Bantamweight,S-DEC,3,5:00
UFC 140: Jones vs Machida,Mark Bocek,Nik Lentz,Mark Bocek,0,0,46,10,5,0,0,3,Lightweight,U-DEC,3,5:00
UFC 140: Jones vs Machida,Jake Hecht,Rich Attonito,Jake Hecht,0,0,33,17,0,1,0,0,Welterweight,"KO/TKO

      

      
        Elbows",2,1:10
UFC 140: Jones vs Machida,John Cholish,Mitch Clarke,John Cholish,0,0,55,17,1,0,0,0,Lightweight,"KO/TKO

      

      
        Punches",2,4:36
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Michael Bisping,Jason Miller,Michael Bisping,0,0,102,27,0,1,0,0,Middleweight,"KO/TKO

      

      
        Knees",3,3:34
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Diego Brandao,Dennis Bermudez,Diego Brandao,1,1,19,25,1,1,1,0,Featherweight,"SUB

      

      
        Armbar",1,4:51
The Ultimate Fighter: Team Bisping vs Team Miller Finale,John Dodson,TJ Dillashaw,John Dodson,1,0,7,2,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punches",1,1:54
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Tony Ferguson,Yves Edwards,Tony Ferguson,0,0,61,45,1,0,1,0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Johnny Bedford,Louis Gaudinot,Johnny Bedford,1,0,82,6,4,0,0,0,Bantamweight,"KO/TKO

      

      
        Knees",3,1:58
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Marcus Brimage,Stephen Bass,Marcus Brimage,0,0,88,73,1,0,0,0,Featherweight,U-DEC,3,5:00
The Ultimate Fighter: Team Bisping vs Team Miller Finale,John Albert,Dustin Pague,John Albert,1,0,21,3,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punches",1,1:09
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Roland Delorme,Josh Ferguson,Roland Delorme,1,0,36,34,2,0,2,0,Bantamweight,"SUB

      

      
        Rear Naked Choke",3,0:22
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Steven Siler,Josh Clopton,Steven Siler,0,0,72,43,0,4,2,0,Featherweight,U-DEC,3,5:00
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Bryan Caraway,Dustin Neace,Bryan Caraway,0,0,23,18,3,0,1,1,Featherweight,"SUB

      

      
        Rear Naked Choke",2,3:38
UFC 139: Shogun vs Henderson,Dan Henderson,Mauricio Rua,Dan Henderson,1,0,77,96,1,5,1,1,Light Heavyweight,U-DEC,5,5:00
UFC 139: Shogun vs Henderson,Wanderlei Silva,Cung Le,Wanderlei Silva,1,0,43,32,0,0,0,0,Middleweight,"KO/TKO

      

      
        Knee",2,4:49
UFC 139: Shogun vs Henderson,Urijah Faber,Brian Bowles,Urijah Faber,1,0,36,13,1,0,1,0,Bantamweight,"SUB

      

      
        Guillotine Choke",2,1:27
UFC 139: Shogun vs Henderson,Martin Kampmann,Rick Story,Martin Kampmann,0,0,38,61,3,1,1,0,Welterweight,S-DEC,3,5:00
UFC 139: Shogun vs Henderson,Stephan Bonnar,Kyle Kingsbury,Stephan Bonnar,0,0,36,31,4,0,1,0,Light Heavyweight,U-DEC,3,5:00
UFC 139: Shogun vs Henderson,Ryan Bader,Jason Brilz,Ryan Bader,1,0,6,1,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punch",1,1:17
UFC 139: Shogun vs Henderson,Michael McDonald,Alex Soto,Michael McDonald,2,0,12,6,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punches",1,0:56
UFC 139: Shogun vs Henderson,Chris Weidman,Tom Lawlor,Chris Weidman,0,0,3,2,1,0,1,0,Middleweight,"SUB

      

      
        D'Arce Choke",1,2:07
UFC 139: Shogun vs Henderson,Gleison Tibau,Rafael Dos Anjos,Gleison Tibau,0,0,56,25,2,0,0,0,Lightweight,S-DEC,3,5:00
UFC 139: Shogun vs Henderson,Miguel Torres,Nick Pace,Miguel Torres,0,0,64,31,0,1,0,0,Bantamweight,U-DEC,3,5:00
UFC 139: Shogun vs Henderson,Seth Baczynski,Matt Brown,Seth Baczynski,0,0,17,19,1,1,1,0,Welterweight,"SUB

      

      
        Guillotine Choke",2,0:42
UFC 139: Shogun vs Henderson,Danny Castillo,Shamar Bailey,Danny Castillo,0,0,22,3,3,0,0,0,Lightweight,"KO/TKO

      

      
        Punches",1,4:52
UFC on FOX: Velasquez vs Dos Santos,Junior Dos Santos,Cain Velasquez,Junior Dos Santos,1,0,8,7,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punch",1,1:04
UFC on FOX: Velasquez vs Dos Santos,Benson Henderson,Clay Guida,Benson Henderson,1,0,40,11,2,2,0,4,Lightweight,U-DEC,3,5:00
UFC on FOX: Velasquez vs Dos Santos,Dustin Poirier,Pablo Garza,Dustin Poirier,0,0,17,14,1,0,1,1,Featherweight,"SUB

      

      
        D'Arce Choke",2,1:32
UFC on FOX: Velasquez vs Dos Santos,Ricardo Lamas,Cub Swanson,Ricardo Lamas,0,0,9,17,2,1,1,1,Featherweight,"SUB

      

      
        Arm Triangle",2,2:16
UFC on FOX: Velasquez vs Dos Santos,DaMarques Johnson,Clay Harvison,DaMarques Johnson,1,0,6,6,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punch",1,1:34
UFC on FOX: Velasquez vs Dos Santos,Darren Uyenoyama,Norifumi Yamamoto,Darren Uyenoyama,0,0,15,15,2,1,1,0,Bantamweight,U-DEC,3,5:00
UFC on FOX: Velasquez vs Dos Santos,Mackens Semerzier,Robert Peralta,Draw,0,2,50,39,1,0,0,0,Featherweight,Overturned,3,1:54
UFC on FOX: Velasquez vs Dos Santos,Alex Caceres,Cole Escovedo,Alex Caceres,0,0,102,24,0,2,1,0,Bantamweight,U-DEC,3,5:00
UFC on FOX: Velasquez vs Dos Santos,Mike Pierce,Paul Bradley,Mike Pierce,0,0,75,63,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC on FOX: Velasquez vs Dos Santos,Aaron Rosa,Matt Lucas,Aaron Rosa,0,0,59,19,0,1,0,0,Light Heavyweight,M-DEC,3,5:00
UFC 138: Leben vs Munoz,Mark Munoz,Chris Leben,Mark Munoz,0,0,39,12,5,2,0,2,Middleweight,KO/TKO,2,5:00
UFC 138: Leben vs Munoz,Renan Barao,Brad Pickett,Renan Barao,1,0,37,10,0,0,1,0,Bantamweight,"SUB

      

      
        Rear Naked Choke",1,4:09
UFC 138: Leben vs Munoz,Thiago Alves,Papy Abedi,Thiago Alves,1,0,25,14,0,0,1,0,Welterweight,"SUB

      

      
        Rear Naked Choke",1,3:32
UFC 138: Leben vs Munoz,Anthony Perosh,Cyrille Diabate,Anthony Perosh,0,0,17,17,2,0,3,0,Light Heavyweight,"SUB

      

      
        Rear Naked Choke",2,3:09
UFC 138: Leben vs Munoz,Terry Etim,Edward Faaloloto,Terry Etim,0,0,5,0,0,0,1,0,Lightweight,"SUB

      

      
        Guillotine Choke",1,0:17
UFC 138: Leben vs Munoz,John Maguire,Justin Edwards,John Maguire,0,1,27,28,6,0,2,1,Welterweight,U-DEC,3,5:00
UFC 138: Leben vs Munoz,Philip De Fries,Rob Broughton,Philip De Fries,0,0,14,29,3,0,0,2,Heavyweight,U-DEC,3,5:00
UFC 138: Leben vs Munoz,Michihiro Omigawa,Jason Young,Michihiro Omigawa,0,0,25,32,4,2,3,0,Featherweight,U-DEC,3,5:00
UFC 138: Leben vs Munoz,Che Mills,Chris Cope,Che Mills,2,0,11,1,0,0,0,0,Welterweight,"KO/TKO

      

      
        Knee",1,0:40
UFC 138: Leben vs Munoz,Chris Cariaso,Vaughan Lee,Chris Cariaso,0,0,52,29,2,4,1,2,Bantamweight,S-DEC,3,5:00
UFC 137: Penn vs Diaz,Nick Diaz,BJ Penn,Nick Diaz,0,0,178,88,0,1,0,0,Welterweight,U-DEC,3,5:00
UFC 137: Penn vs Diaz,Cheick Kongo,Matt Mitrione,Cheick Kongo,0,0,44,21,2,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 137: Penn vs Diaz,Roy Nelson,Mirko Filipovic,Roy Nelson,0,0,32,30,2,0,0,0,Heavyweight,"KO/TKO

      

      
        Punches",3,1:30
UFC 137: Penn vs Diaz,Scott Jorgensen,Jeff Curran,Scott Jorgensen,0,0,42,41,5,0,0,1,Bantamweight,U-DEC,3,5:00
UFC 137: Penn vs Diaz,Hatsu Hioki,George Roop,Hatsu Hioki,0,0,24,35,2,2,0,0,Featherweight,S-DEC,3,5:00
UFC 137: Penn vs Diaz,Donald Cerrone,Dennis Siver,Donald Cerrone,2,0,9,12,0,0,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",1,2:22
UFC 137: Penn vs Diaz,Bart Palaszewski,Tyson Griffin,Bart Palaszewski,1,0,17,6,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",1,2:45
UFC 137: Penn vs Diaz,Brandon Vera,Eliot Marshall,Brandon Vera,0,1,33,21,1,1,0,2,Light Heavyweight,U-DEC,3,5:00
UFC 137: Penn vs Diaz,Ramsey Nijem,Danny Downes,Ramsey Nijem,0,0,59,6,8,0,4,0,Lightweight,U-DEC,3,5:00
UFC 137: Penn vs Diaz,Francis Carmont,Chris Camozzi,Francis Carmont,1,0,51,22,3,0,0,1,Middleweight,U-DEC,3,5:00
UFC 137: Penn vs Diaz,Clifford Starks,Dustin Jacoby,Clifford Starks,0,0,26,18,3,0,0,0,Middleweight,U-DEC,3,5:00
UFC 136: Edgar vs Maynard 3,Frankie Edgar,Gray Maynard,Frankie Edgar,1,1,61,42,0,0,0,0,Lightweight,"KO/TKO

      

      
        Punches",4,3:54
UFC 136: Edgar vs Maynard 3,Jose Aldo,Kenny Florian,Jose Aldo,0,0,51,40,0,1,0,0,Featherweight,U-DEC,5,5:00
UFC 136: Edgar vs Maynard 3,Chael Sonnen,Brian Stann,Chael Sonnen,0,0,28,2,4,0,1,0,Middleweight,"SUB

      

      
        Arm Triangle",2,3:51
UFC 136: Edgar vs Maynard 3,Nam Phan,Leonard Garcia,Nam Phan,0,1,174,100,1,0,0,0,Featherweight,U-DEC,3,5:00
UFC 136: Edgar vs Maynard 3,Joe Lauzon,Melvin Guillard,Joe Lauzon,0,0,2,3,0,0,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",1,0:47
UFC 136: Edgar vs Maynard 3,Demian Maia,Jorge Santiago,Demian Maia,0,0,24,18,4,0,0,0,Middleweight,U-DEC,3,5:00
UFC 136: Edgar vs Maynard 3,Anthony Pettis,Jeremy Stephens,Anthony Pettis,0,0,21,17,6,3,0,0,Lightweight,S-DEC,3,5:00
UFC 136: Edgar vs Maynard 3,Stipe Miocic,Joey Beltran,Stipe Miocic,0,0,68,52,4,1,0,0,Heavyweight,U-DEC,3,5:00
UFC 136: Edgar vs Maynard 3,Darren Elkins,Zhang Tiequan,Darren Elkins,0,0,27,2,1,0,3,3,Featherweight,U-DEC,3,5:00
UFC 136: Edgar vs Maynard 3,Aaron Simpson,Eric Schafer,Aaron Simpson,2,0,58,14,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC 136: Edgar vs Maynard 3,Mike Massenzio,Steve Cantwell,Mike Massenzio,0,0,78,56,1,0,0,1,Middleweight,U-DEC,3,5:00
UFC Live: Cruz vs Johnson,Dominick Cruz,Demetrious Johnson,Dominick Cruz,0,0,60,63,10,1,1,0,Bantamweight,U-DEC,5,5:00
UFC Live: Cruz vs Johnson,Stefan Struve,Pat Barry,Stefan Struve,0,0,31,30,0,0,1,0,Heavyweight,"SUB

      

      
        Triangle Choke",2,3:22
UFC Live: Cruz vs Johnson,Anthony Johnson,Charlie Brenneman,Anthony Johnson,1,0,16,1,0,0,0,0,Welterweight,"KO/TKO

      

      
        Kick",1,2:49
UFC Live: Cruz vs Johnson,Matt Wiman,Mac Danzig,Matt Wiman,0,0,93,66,2,2,1,1,Lightweight,U-DEC,3,5:00
UFC Live: Cruz vs Johnson,Yves Edwards,Rafaello Oliveira,Yves Edwards,2,0,42,22,0,0,0,0,Lightweight,"KO/TKO

      

      
        Kick",2,2:44
UFC Live: Cruz vs Johnson,Paul Sass,Michael Johnson,Paul Sass,0,0,2,8,0,0,3,0,Lightweight,"SUB

      

      
        Heel Hook",1,3:00
UFC Live: Cruz vs Johnson,Mike Easton,Byron Bloodworth,Mike Easton,1,0,31,17,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Knee",2,4:52
UFC Live: Cruz vs Johnson,TJ Grant,Shane Roller,TJ Grant,0,0,24,10,2,1,3,2,Lightweight,"SUB

      

      
        Armbar",3,2:12
UFC Live: Cruz vs Johnson,Josh Neer,Keith Wisniewski,Josh Neer,0,0,93,41,0,0,1,0,Welterweight,KO/TKO,2,5:00
UFC Live: Cruz vs Johnson,Walel Watson,Joseph Sandoval,Walel Watson,2,0,9,0,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punches",1,1:17
UFC 135: Jones vs Rampage,Jon Jones,Quinton Jackson,Jon Jones,0,0,61,16,2,0,2,0,Light Heavyweight,"SUB

      

      
        Rear Naked Choke",4,1:14
UFC 135: Jones vs Rampage,Josh Koscheck,Matt Hughes,Josh Koscheck,0,0,26,14,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punches",1,4:59
UFC 135: Jones vs Rampage,Mark Hunt,Ben Rothwell,Mark Hunt,0,0,47,19,2,2,1,0,Heavyweight,U-DEC,3,5:00
UFC 135: Jones vs Rampage,Travis Browne,Rob Broughton,Travis Browne,0,0,45,22,3,0,0,1,Heavyweight,U-DEC,3,5:00
